model_name,method,instance_idx,ratio,energy,time_sec,n_jobs,T_limit
Baseline (RandomQ),SGBS+DP(β4γ4),6,0.5,80.0,0.08213530480861664,5,34
Baseline (RandomQ),SGBS+DP(β4γ4),7,0.5,15.0,0.08213530480861664,3,42
Baseline (RandomQ),SGBS+DP(β4γ4),8,0.5,51.0,0.08213530480861664,4,55
Baseline (RandomQ),SGBS+DP(β4γ4),9,0.5,6.0,0.08213530480861664,2,51
Baseline (RandomQ),SGBS+DP(β4γ4),10,0.5,12.0,0.08213530480861664,5,31
Baseline (RandomQ),SGBS+DP(β4γ4),11,0.5,124.0,0.08213530480861664,25,80
Baseline (RandomQ),SGBS+DP(β4γ4),12,0.5,10.0,0.08213530480861664,3,52
Baseline (RandomQ),SGBS+DP(β4γ4),13,0.5,12.0,0.08213530480861664,1,27
Baseline (RandomQ),SGBS+DP(β4γ4),14,0.5,4.0,0.08213530480861664,1,42
Baseline (RandomQ),SGBS+DP(β4γ4),15,0.5,195.0,0.08213530480861664,9,56
Baseline (RandomQ),Greedy+DP,0,0.75,8.0,0.004865631461143494,2,76
Baseline (RandomQ),Greedy+DP,1,0.75,16.0,0.004865631461143494,7,79
Baseline (RandomQ),Greedy+DP,2,0.75,21.0,0.004865631461143494,3,61
Baseline (RandomQ),Greedy+DP,3,0.75,99.0,0.004865631461143494,7,64
Baseline (RandomQ),Greedy+DP,4,0.75,144.0,0.004865631461143494,12,68
Baseline (RandomQ),Greedy+DP,5,0.75,5.0,0.004865631461143494,3,38
Baseline (RandomQ),Greedy+DP,6,0.75,78.0,0.004865631461143494,5,42
Baseline (RandomQ),Greedy+DP,7,0.75,12.0,0.004865631461143494,3,61
Baseline (RandomQ),Greedy+DP,8,0.75,42.0,0.004865631461143494,4,77
Baseline (RandomQ),Greedy+DP,9,0.75,6.0,0.004865631461143494,2,75
Baseline (RandomQ),Greedy+DP,10,0.75,12.0,0.004865631461143494,5,40
Baseline (RandomQ),Greedy+DP,11,0.75,117.0,0.004865631461143494,25,90
Baseline (RandomQ),Greedy+DP,12,0.75,10.0,0.004865631461143494,3,76
Baseline (RandomQ),Greedy+DP,13,0.75,12.0,0.004865631461143494,1,38
Baseline (RandomQ),Greedy+DP,14,0.75,4.0,0.004865631461143494,1,61
Baseline (RandomQ),Greedy+DP,15,0.75,192.0,0.004865631461143494,9,68
Baseline (RandomQ),SGBS+DP(β4γ4),0,0.75,8.0,0.08034838736057281,2,76
Baseline (RandomQ),SGBS+DP(β4γ4),1,0.75,16.0,0.08034838736057281,7,79
Baseline (RandomQ),SGBS+DP(β4γ4),2,0.75,21.0,0.08034838736057281,3,61
Baseline (RandomQ),SGBS+DP(β4γ4),3,0.75,93.0,0.08034838736057281,7,64
Baseline (RandomQ),SGBS+DP(β4γ4),4,0.75,138.0,0.08034838736057281,12,68
Baseline (RandomQ),SGBS+DP(β4γ4),5,0.75,5.0,0.08034838736057281,3,38
Baseline (RandomQ),SGBS+DP(β4γ4),6,0.75,72.0,0.08034838736057281,5,42
Baseline (RandomQ),SGBS+DP(β4γ4),7,0.75,12.0,0.08034838736057281,3,61
Baseline (RandomQ),SGBS+DP(β4γ4),8,0.75,36.0,0.08034838736057281,4,77
Baseline (RandomQ),SGBS+DP(β4γ4),9,0.75,6.0,0.08034838736057281,2,75
Baseline (RandomQ),SGBS+DP(β4γ4),10,0.75,12.0,0.08034838736057281,5,40
Baseline (RandomQ),SGBS+DP(β4γ4),11,0.75,117.0,0.08034838736057281,25,90
Baseline (RandomQ),SGBS+DP(β4γ4),12,0.75,10.0,0.08034838736057281,3,76
Baseline (RandomQ),SGBS+DP(β4γ4),13,0.75,12.0,0.08034838736057281,1,38
Baseline (RandomQ),SGBS+DP(β4γ4),14,0.75,4.0,0.08034838736057281,1,61
Baseline (RandomQ),SGBS+DP(β4γ4),15,0.75,189.0,0.08034838736057281,9,68
Baseline (RandomQ),Greedy+DP,0,1.0,8.0,0.004906684160232544,2,100
Baseline (RandomQ),Greedy+DP,1,1.0,16.0,0.004906684160232544,7,100
Baseline (RandomQ),Greedy+DP,2,1.0,21.0,0.004906684160232544,3,80
Baseline (RandomQ),Greedy+DP,3,1.0,78.0,0.004906684160232544,7,80
Baseline (RandomQ),Greedy+DP,4,1.0,144.0,0.004906684160232544,12,80
Baseline (RandomQ),Greedy+DP,5,1.0,5.0,0.004906684160232544,3,50
Baseline (RandomQ),Greedy+DP,6,1.0,42.0,0.004906684160232544,5,50
Baseline (RandomQ),Greedy+DP,7,1.0,12.0,0.004906684160232544,3,80
Baseline (RandomQ),Greedy+DP,8,1.0,36.0,0.004906684160232544,4,100
Baseline (RandomQ),Greedy+DP,9,1.0,6.0,0.004906684160232544,2,100
Baseline (RandomQ),Greedy+DP,10,1.0,12.0,0.004906684160232544,5,50
Baseline (RandomQ),Greedy+DP,11,1.0,107.0,0.004906684160232544,25,100
Baseline (RandomQ),Greedy+DP,12,1.0,10.0,0.004906684160232544,3,100
Baseline (RandomQ),Greedy+DP,13,1.0,12.0,0.004906684160232544,1,50
Baseline (RandomQ),Greedy+DP,14,1.0,4.0,0.004906684160232544,1,80
Baseline (RandomQ),Greedy+DP,15,1.0,165.0,0.004906684160232544,9,80
Baseline (RandomQ),SGBS+DP(β4γ4),0,1.0,8.0,0.07376344501972198,2,100
Baseline (RandomQ),SGBS+DP(β4γ4),1,1.0,16.0,0.07376344501972198,7,100
Baseline (RandomQ),SGBS+DP(β4γ4),2,1.0,21.0,0.07376344501972198,3,80
Baseline (RandomQ),SGBS+DP(β4γ4),3,1.0,75.0,0.07376344501972198,7,80
Baseline (RandomQ),SGBS+DP(β4γ4),4,1.0,138.0,0.07376344501972198,12,80
Baseline (RandomQ),SGBS+DP(β4γ4),5,1.0,5.0,0.07376344501972198,3,50
Baseline (RandomQ),SGBS+DP(β4γ4),6,1.0,40.0,0.07376344501972198,5,50
Baseline (RandomQ),SGBS+DP(β4γ4),7,1.0,12.0,0.07376344501972198,3,80
Baseline (RandomQ),SGBS+DP(β4γ4),8,1.0,33.0,0.07376344501972198,4,100
Baseline (RandomQ),SGBS+DP(β4γ4),9,1.0,6.0,0.07376344501972198,2,100
Baseline (RandomQ),SGBS+DP(β4γ4),10,1.0,12.0,0.07376344501972198,5,50
Baseline (RandomQ),SGBS+DP(β4γ4),11,1.0,107.0,0.07376344501972198,25,100
Baseline (RandomQ),SGBS+DP(β4γ4),12,1.0,10.0,0.07376344501972198,3,100
Baseline (RandomQ),SGBS+DP(β4γ4),13,1.0,12.0,0.07376344501972198,1,50
Baseline (RandomQ),SGBS+DP(β4γ4),14,1.0,4.0,0.07376344501972198,1,80
Baseline (RandomQ),SGBS+DP(β4γ4),15,1.0,162.0,0.07376344501972198,9,80
Baseline,SPT+DP,0,0.0,32.0,8.213520050048828e-05,2,4
Baseline,SPT+DP,1,0.0,23.0,8.213520050048828e-05,7,16
Baseline,SPT+DP,2,0.0,33.0,8.213520050048828e-05,3,7
Baseline,SPT+DP,3,0.0,177.0,8.213520050048828e-05,7,19
Baseline,SPT+DP,4,0.0,207.0,8.213520050048828e-05,12,33
Baseline,SPT+DP,5,0.0,12.0,8.213520050048828e-05,3,5
Baseline,SPT+DP,6,0.0,106.0,8.213520050048828e-05,5,18
Baseline,SPT+DP,7,0.0,18.0,8.213520050048828e-05,3,4
Baseline,SPT+DP,8,0.0,90.0,8.213520050048828e-05,4,11
Baseline,SPT+DP,9,0.0,18.0,8.213520050048828e-05,2,2
Baseline,SPT+DP,10,0.0,27.0,8.213520050048828e-05,5,12
Baseline,SPT+DP,11,0.0,144.0,8.213520050048828e-05,25,61
Baseline,SPT+DP,12,0.0,10.0,8.213520050048828e-05,3,5
Baseline,SPT+DP,13,0.0,48.0,8.213520050048828e-05,1,4
Baseline,SPT+DP,14,0.0,4.0,8.213520050048828e-05,1,4
Baseline,SPT+DP,15,0.0,240.0,8.213520050048828e-05,9,32
Baseline,LPT+DP,0,0.0,32.0,8.156895637512207e-05,2,4
Baseline,LPT+DP,1,0.0,23.0,8.156895637512207e-05,7,16
Baseline,LPT+DP,2,0.0,33.0,8.156895637512207e-05,3,7
Baseline,LPT+DP,3,0.0,177.0,8.156895637512207e-05,7,19
Baseline,LPT+DP,4,0.0,207.0,8.156895637512207e-05,12,33
Baseline,LPT+DP,5,0.0,12.0,8.156895637512207e-05,3,5
Baseline,LPT+DP,6,0.0,106.0,8.156895637512207e-05,5,18
Baseline,LPT+DP,7,0.0,18.0,8.156895637512207e-05,3,4
Baseline,LPT+DP,8,0.0,90.0,8.156895637512207e-05,4,11
Baseline,LPT+DP,9,0.0,18.0,8.156895637512207e-05,2,2
Baseline,LPT+DP,10,0.0,27.0,8.156895637512207e-05,5,12
Baseline,LPT+DP,11,0.0,144.0,8.156895637512207e-05,25,61
Baseline,LPT+DP,12,0.0,10.0,8.156895637512207e-05,3,5
Baseline,LPT+DP,13,0.0,48.0,8.156895637512207e-05,1,4
Baseline,LPT+DP,14,0.0,4.0,8.156895637512207e-05,1,4
Baseline,LPT+DP,15,0.0,240.0,8.156895637512207e-05,9,32
Baseline,SPT+DP,0,0.25,12.0,0.00018206238746643066,2,28
Baseline,SPT+DP,1,0.25,16.0,0.00018206238746643066,7,37
Baseline,SPT+DP,2,0.25,30.0,0.00018206238746643066,3,25
Baseline,SPT+DP,3,0.25,141.0,0.00018206238746643066,7,34
Baseline,SPT+DP,4,0.25,168.0,0.00018206238746643066,12,44
Baseline,SPT+DP,5,0.25,5.0,0.00018206238746643066,3,16
Baseline,SPT+DP,6,0.25,100.0,0.00018206238746643066,5,26
Baseline,SPT+DP,7,0.25,18.0,0.00018206238746643066,3,23
Baseline,SPT+DP,8,0.25,66.0,0.00018206238746643066,4,33
Baseline,SPT+DP,9,0.25,6.0,0.00018206238746643066,2,26
Baseline,SPT+DP,10,0.25,22.0,0.00018206238746643066,5,21
Baseline,SPT+DP,11,0.25,139.0,0.00018206238746643066,25,70
Baseline,SPT+DP,12,0.25,10.0,0.00018206238746643066,3,28
Baseline,SPT+DP,13,0.25,12.0,0.00018206238746643066,1,15
Baseline,SPT+DP,14,0.25,4.0,0.00018206238746643066,1,23
Baseline,SPT+DP,15,0.25,231.0,0.00018206238746643066,9,44
Baseline,LPT+DP,0,0.25,12.0,0.0001774430274963379,2,28
Baseline,LPT+DP,1,0.25,16.0,0.0001774430274963379,7,37
Baseline,LPT+DP,2,0.25,30.0,0.0001774430274963379,3,25
Baseline,LPT+DP,3,0.25,141.0,0.0001774430274963379,7,34
Baseline,LPT+DP,4,0.25,162.0,0.0001774430274963379,12,44
Baseline,LPT+DP,5,0.25,5.0,0.0001774430274963379,3,16
Baseline,LPT+DP,6,0.25,100.0,0.0001774430274963379,5,26
Baseline,LPT+DP,7,0.25,15.0,0.0001774430274963379,3,23
Baseline,LPT+DP,8,0.25,60.0,0.0001774430274963379,4,33
Baseline,LPT+DP,9,0.25,6.0,0.0001774430274963379,2,26
Baseline,LPT+DP,10,0.25,21.0,0.0001774430274963379,5,21
Baseline,LPT+DP,11,0.25,139.0,0.0001774430274963379,25,70
Baseline,LPT+DP,12,0.25,10.0,0.0001774430274963379,3,28
Baseline,LPT+DP,13,0.25,12.0,0.0001774430274963379,1,15
Baseline,LPT+DP,14,0.25,4.0,0.0001774430274963379,1,23
Baseline,LPT+DP,15,0.25,231.0,0.0001774430274963379,9,44
Baseline,SPT+DP,0,0.5,8.0,0.0002904534339904785,2,52
Baseline,SPT+DP,1,0.5,16.0,0.0002904534339904785,7,58
Baseline,SPT+DP,2,0.5,21.0,0.0002904534339904785,3,43
Baseline,SPT+DP,3,0.5,135.0,0.0002904534339904785,7,49
Baseline,SPT+DP,4,0.5,153.0,0.0002904534339904785,12,56
Baseline,SPT+DP,5,0.5,5.0,0.0002904534339904785,3,27
Baseline,SPT+DP,6,0.5,80.0,0.0002904534339904785,5,34
Baseline,SPT+DP,7,0.5,18.0,0.0002904534339904785,3,42
Baseline,SPT+DP,8,0.5,51.0,0.0002904534339904785,4,55
Baseline,SPT+DP,9,0.5,6.0,0.0002904534339904785,2,51
Baseline,SPT+DP,10,0.5,12.0,0.0002904534339904785,5,31
Baseline,SPT+DP,11,0.5,125.0,0.0002904534339904785,25,80
Baseline,SPT+DP,12,0.5,10.0,0.0002904534339904785,3,52
Baseline,SPT+DP,13,0.5,12.0,0.0002904534339904785,1,27
Baseline,SPT+DP,14,0.5,4.0,0.0002904534339904785,1,42
Baseline,SPT+DP,15,0.5,195.0,0.0002904534339904785,9,56
Baseline,LPT+DP,0,0.5,8.0,0.0002850145101547241,2,52
Baseline,LPT+DP,1,0.5,16.0,0.0002850145101547241,7,58
Baseline,LPT+DP,2,0.5,21.0,0.0002850145101547241,3,43
Baseline,LPT+DP,3,0.5,129.0,0.0002850145101547241,7,49
Baseline,LPT+DP,4,0.5,147.0,0.0002850145101547241,12,56
Baseline,LPT+DP,5,0.5,5.0,0.0002850145101547241,3,27
Baseline,LPT+DP,6,0.5,86.0,0.0002850145101547241,5,34
Baseline,LPT+DP,7,0.5,15.0,0.0002850145101547241,3,42
Baseline,LPT+DP,8,0.5,54.0,0.0002850145101547241,4,55
Baseline,LPT+DP,9,0.5,6.0,0.0002850145101547241,2,51
Baseline,LPT+DP,10,0.5,14.0,0.0002850145101547241,5,31
Baseline,LPT+DP,11,0.5,125.0,0.0002850145101547241,25,80
Baseline,LPT+DP,12,0.5,10.0,0.0002850145101547241,3,52
Baseline,LPT+DP,13,0.5,12.0,0.0002850145101547241,1,27
Baseline,LPT+DP,14,0.5,4.0,0.0002850145101547241,1,42
Baseline,LPT+DP,15,0.5,195.0,0.0002850145101547241,9,56
Baseline,SPT+DP,0,0.75,8.0,0.00039856135845184326,2,76
Baseline,SPT+DP,1,0.75,16.0,0.00039856135845184326,7,79
Baseline,SPT+DP,2,0.75,21.0,0.00039856135845184326,3,61
Baseline,SPT+DP,3,0.75,102.0,0.00039856135845184326,7,64
Baseline,SPT+DP,4,0.75,147.0,0.00039856135845184326,12,68
Baseline,SPT+DP,5,0.75,5.0,0.00039856135845184326,3,38
Baseline,SPT+DP,6,0.75,72.0,0.00039856135845184326,5,42
Baseline,SPT+DP,7,0.75,18.0,0.00039856135845184326,3,61
Baseline,SPT+DP,8,0.75,39.0,0.00039856135845184326,4,77
Baseline,SPT+DP,9,0.75,6.0,0.00039856135845184326,2,75
Baseline,SPT+DP,10,0.75,12.0,0.00039856135845184326,5,40
Baseline,SPT+DP,11,0.75,117.0,0.00039856135845184326,25,90
Baseline,SPT+DP,12,0.75,10.0,0.00039856135845184326,3,76
Baseline,SPT+DP,13,0.75,12.0,0.00039856135845184326,1,38
Baseline,SPT+DP,14,0.75,4.0,0.00039856135845184326,1,61
Baseline,SPT+DP,15,0.75,192.0,0.00039856135845184326,9,68
Baseline,LPT+DP,0,0.75,8.0,0.00039412081241607666,2,76
Baseline,LPT+DP,1,0.75,16.0,0.00039412081241607666,7,79
Baseline,LPT+DP,2,0.75,21.0,0.00039412081241607666,3,61
Baseline,LPT+DP,3,0.75,102.0,0.00039412081241607666,7,64
Baseline,LPT+DP,4,0.75,144.0,0.00039412081241607666,12,68
Baseline,LPT+DP,5,0.75,5.0,0.00039412081241607666,3,38
Baseline,LPT+DP,6,0.75,74.0,0.00039412081241607666,5,42
Baseline,LPT+DP,7,0.75,12.0,0.00039412081241607666,3,61
Baseline,LPT+DP,8,0.75,42.0,0.00039412081241607666,4,77
Baseline,LPT+DP,9,0.75,6.0,0.00039412081241607666,2,75
Baseline,LPT+DP,10,0.75,12.0,0.00039412081241607666,5,40
Baseline,LPT+DP,11,0.75,118.0,0.00039412081241607666,25,90
Baseline,LPT+DP,12,0.75,10.0,0.00039412081241607666,3,76
Baseline,LPT+DP,13,0.75,12.0,0.00039412081241607666,1,38
Baseline,LPT+DP,14,0.75,4.0,0.00039412081241607666,1,61
Baseline,LPT+DP,15,0.75,186.0,0.00039412081241607666,9,68
Baseline,SPT+DP,0,1.0,8.0,0.0005080550909042358,2,100
Baseline,SPT+DP,1,1.0,16.0,0.0005080550909042358,7,100
Baseline,SPT+DP,2,1.0,21.0,0.0005080550909042358,3,80
Baseline,SPT+DP,3,1.0,78.0,0.0005080550909042358,7,80
Baseline,SPT+DP,4,1.0,147.0,0.0005080550909042358,12,80
Baseline,SPT+DP,5,1.0,5.0,0.0005080550909042358,3,50
Baseline,SPT+DP,6,1.0,44.0,0.0005080550909042358,5,50
Baseline,SPT+DP,7,1.0,12.0,0.0005080550909042358,3,80
Baseline,SPT+DP,8,1.0,33.0,0.0005080550909042358,4,100
Baseline,SPT+DP,9,1.0,6.0,0.0005080550909042358,2,100
Baseline,SPT+DP,10,1.0,12.0,0.0005080550909042358,5,50
Baseline,SPT+DP,11,1.0,108.0,0.0005080550909042358,25,100
Baseline,SPT+DP,12,1.0,10.0,0.0005080550909042358,3,100
Baseline,SPT+DP,13,1.0,12.0,0.0005080550909042358,1,50
Baseline,SPT+DP,14,1.0,4.0,0.0005080550909042358,1,80
Baseline,SPT+DP,15,1.0,168.0,0.0005080550909042358,9,80
Baseline,LPT+DP,0,1.0,8.0,0.0005010515451431274,2,100
Baseline,LPT+DP,1,1.0,16.0,0.0005010515451431274,7,100
Baseline,LPT+DP,2,1.0,21.0,0.0005010515451431274,3,80
Baseline,LPT+DP,3,1.0,87.0,0.0005010515451431274,7,80
Baseline,LPT+DP,4,1.0,144.0,0.0005010515451431274,12,80
Baseline,LPT+DP,5,1.0,5.0,0.0005010515451431274,3,50
Baseline,LPT+DP,6,1.0,42.0,0.0005010515451431274,5,50
Baseline,LPT+DP,7,1.0,12.0,0.0005010515451431274,3,80
Baseline,LPT+DP,8,1.0,36.0,0.0005010515451431274,4,100
Baseline,LPT+DP,9,1.0,6.0,0.0005010515451431274,2,100
Baseline,LPT+DP,10,1.0,12.0,0.0005010515451431274,5,50
Baseline,LPT+DP,11,1.0,108.0,0.0005010515451431274,25,100
Baseline,LPT+DP,12,1.0,10.0,0.0005010515451431274,3,100
Baseline,LPT+DP,13,1.0,12.0,0.0005010515451431274,1,50
Baseline,LPT+DP,14,1.0,4.0,0.0005010515451431274,1,80
Baseline,LPT+DP,15,1.0,162.0,0.0005010515451431274,9,80
