instance_seed,category,N,M,D,K,assign_alpha,epsilon,loads,u,total_energy,makespan,solve_s,method,beam,prune_factor
8425936.0,medium,42.0,5.0,8.0,160.0,1.2,143.0,13;71;141;11;54,3;2;1;3;2,793.0,143.0,0.6318503799848258,guided,50.0,2.0
8425936.0,medium,42.0,5.0,8.0,160.0,1.2,142.0,13;71;141;11;54,3;2;1;3;2,800.0,142.0,0.6083050705492496,guided,50.0,2.0
8425936.0,medium,42.0,5.0,8.0,160.0,1.2,141.0,13;71;141;11;54,3;2;1;3;2,807.0,141.0,0.5762001480907202,guided,50.0,2.0
3541429.0,medium,42.0,5.0,6.0,120.0,1.2,120.0,117;32;47;44;6,1;2;2;2;3,634.0,120.0,0.6751278068404645,guided,50.0,2.0
3541429.0,medium,42.0,5.0,6.0,120.0,1.2,119.0,117;32;47;44;6,1;2;2;2;3,636.0,119.0,0.6601552690844983,guided,50.0,2.0
3541429.0,medium,42.0,5.0,6.0,120.0,1.2,118.0,117;32;47;44;6,1;2;2;2;3,638.0,118.0,0.6406111798714846,guided,50.0,2.0
3541429.0,medium,42.0,5.0,6.0,120.0,1.2,117.0,117;32;47;44;6,1;2;2;2;3,640.0,117.0,0.6059890268370509,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,160.0,0;0;13;130;91,3;3;3;1;1,440.0,160.0,0.9190996049437672,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,159.0,0;0;13;130;91,3;3;3;1;1,440.0,159.0,0.9032058969605714,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,158.0,0;0;13;130;91,3;3;3;1;1,442.0,158.0,0.8935875282622874,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,157.0,0;0;13;130;91,3;3;3;1;1,444.0,157.0,0.8778234559576958,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,156.0,0;0;13;130;91,3;3;3;1;1,444.0,152.0,0.8621059530414641,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,151.0,0;0;13;130;91,3;3;3;1;1,466.0,151.0,0.8479330553673208,guided,50.0,2.0
