instance_seed,category,N,M,D,K,assign_alpha,epsilon,loads,u,total_energy,makespan,solve_s,method,beam,prune_factor
2363613.0,small,35.0,5.0,6.0,120.0,1.2,103.0,18;41;13;74;90,3;3;3;2;2,922.0,103.0,0.36896516592241824,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,102.0,18;41;13;74;90,3;3;3;2;2,933.0,102.0,0.3444959258195013,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,101.0,18;41;13;74;90,3;3;3;2;2,944.0,101.0,0.336232356261462,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,100.0,18;41;13;74;90,3;3;3;2;2,955.0,100.0,0.3173647215589881,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,99.0,18;41;13;74;90,3;3;3;2;2,959.0,99.0,0.2950241011567414,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,98.0,18;41;13;74;90,3;3;3;2;2,963.0,98.0,0.25887211970984936,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,97.0,18;41;13;74;90,3;3;3;2;2,967.0,97.0,0.24216432636603713,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,96.0,18;41;13;74;90,3;3;3;2;2,971.0,96.0,0.22461111773736775,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,95.0,18;41;13;74;90,3;3;3;2;2,971.0,95.0,0.21163850231096148,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,94.0,18;41;13;74;90,3;3;3;2;2,971.0,94.0,0.1886781721841544,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,93.0,18;41;13;74;90,3;3;3;2;2,971.0,93.0,0.1815018921624869,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,92.0,18;41;13;74;90,3;3;3;2;2,971.0,92.0,0.16580703645013273,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,91.0,18;41;13;74;90,3;3;3;2;2,975.0,91.0,0.13228478305973113,guided,50.0,2.0
2363613.0,small,35.0,5.0,6.0,120.0,1.2,90.0,18;41;13;74;90,3;3;3;2;2,979.0,90.0,0.10216865409165621,guided,50.0,2.0
2050182.0,small,30.0,5.0,7.0,140.0,1.2,140.0,24;139;13;19;0,2;1;2;2;3,446.0,140.0,0.39767340337857604,guided,50.0,2.0
2050182.0,small,30.0,5.0,7.0,140.0,1.2,139.0,24;139;13;19;0,2;1;2;2;3,448.0,139.0,0.3690706135239452,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,140.0,85;3;1;93;24,2;3;3;2;3,711.0,128.0,0.8396654657553881,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,127.0,85;3;1;93;24,2;3;3;2;3,711.0,126.0,0.9214505844283849,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,125.0,85;3;1;93;24,2;3;3;2;3,711.0,125.0,0.887063066707924,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,124.0,85;3;1;93;24,2;3;3;2;3,711.0,124.0,0.8820490720681846,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,123.0,85;3;1;93;24,2;3;3;2;3,715.0,123.0,0.8251377861015499,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,122.0,85;3;1;93;24,2;3;3;2;3,719.0,122.0,0.8210060270503163,guided,50.0,2.0
