seed,T,D,N,K,exact_cost,exact_s,train_s,guided_learned_cost,guided_learned_s,guided_zero_cost,guided_zero_s,guided_price_cost,guided_price_s,gap_learned_pct,gap_zero_pct,gap_price_pct,speedup_learned,speedup_zero,speedup_learned_incl_train,beam
300.0,40.0,2.0,28.0,2.0,162.0,0.026008511194959283,233.62409416399896,162.0,0.01493252208456397,177.0,0.0005495999939739704,167.0,0.0011679099407047033,0.0,9.25925925925926,3.0864197530864197,1.741735993938008,47.32261914142428,0.00011131920708565618,2.0
300.0,40.0,2.0,28.0,2.0,162.0,0.026008511194959283,233.62409416399896,162.0,0.05538212088868022,165.0,0.0010533099994063377,165.0,0.0013974201865494251,0.0,1.8518518518518516,1.8518518518518516,0.46961927021966526,24.69217154457671,0.00011129993788265472,5.0
301.0,40.0,2.0,25.0,3.0,162.0,0.004760507959872484,233.62409416399896,162.0,0.013780543114989996,178.0,0.0005017409566789865,167.0,0.0009953859262168407,0.0,9.876543209876543,3.0864197530864197,0.3454514034859895,9.487979596846532,2.0375583221856508e-05,2.0
301.0,40.0,2.0,25.0,3.0,162.0,0.004760507959872484,233.62409416399896,162.0,0.022020953940227628,167.0,0.0012971099931746721,166.0,0.001564075006172061,0.0,3.0864197530864197,2.4691358024691357,0.21618082362799199,3.6700881073479033,2.0374864600121808e-05,5.0
302.0,80.0,4.0,51.0,4.0,324.0,0.019695963943377137,233.62409416399896,324.0,0.02916883397847414,357.0,0.0008558840490877628,333.0,0.0021013631485402584,0.0,10.185185185185185,2.7777777777777777,0.675240016721692,23.012420858140683,8.429569392980243e-05,2.0
302.0,80.0,4.0,51.0,4.0,324.0,0.019695963943377137,233.62409416399896,324.0,0.06069952109828591,349.0,0.001812743954360485,333.0,0.004695347975939512,0.0,7.716049382716049,2.7777777777777777,0.3244830204094202,10.865276309982589,8.428432005686473e-05,5.0
303.0,60.0,3.0,26.0,6.0,243.0,0.02513343608006835,233.62409416399896,243.0,0.03673757310025394,259.0,0.0009160991758108139,249.0,0.0025264888536185026,0.0,6.584362139917696,2.4691358024691357,0.6841343605218881,27.435278563397294,0.0001075637533822825,2.0
303.0,60.0,3.0,26.0,6.0,243.0,0.02513343608006835,233.62409416399896,243.0,0.07644810993224382,259.0,0.0019577969796955585,249.0,0.005277339136227965,0.0,6.584362139917696,2.4691358024691357,0.32876464967340835,12.837611019287941,0.00010754547608455392,5.0
304.0,80.0,4.0,43.0,5.0,324.0,0.03263469086959958,233.62409416399896,324.0,0.030432818923145533,357.0,0.0009945582132786512,333.0,0.00272581004537642,0.0,10.185185185185185,2.7777777777777777,1.0723518893210193,32.81325359730967,0.00013967069797875075,2.0
304.0,80.0,4.0,43.0,5.0,324.0,0.03263469086959958,233.62409416399896,324.0,0.0747422908898443,349.0,0.0021741490345448256,333.0,0.005590347805991769,0.0,7.716049382716049,2.7777777777777777,0.4366295236748471,15.010328340454315,0.00013964421631127417,5.0
305.0,40.0,2.0,29.0,3.0,162.0,0.003745904890820384,233.62409416399896,162.0,0.011253420962020755,178.0,0.00037811300717294216,167.0,0.0006862310692667961,0.0,9.876543209876543,3.0864197530864197,0.3328681032605519,9.906839542039542,1.603312567871689e-05,2.0
305.0,40.0,2.0,29.0,3.0,162.0,0.003745904890820384,233.62409416399896,162.0,0.01510813389904797,167.0,0.0009110951796174049,166.0,0.0012734748888760805,0.0,3.0864197530864197,2.4691358024691357,0.24793961424027555,4.1114309181104405,1.6032861155056618e-05,5.0
306.0,80.0,4.0,22.0,7.0,324.0,0.035729187075048685,233.62409416399896,324.0,0.047893903916701674,357.0,0.0014254520647227764,333.0,0.0037879259325563908,0.0,10.185185185185185,2.7777777777777777,0.7460069894738549,25.065162104905532,0.00015290316725796062,2.0
306.0,80.0,4.0,22.0,7.0,324.0,0.035729187075048685,233.62409416399896,324.0,0.1003038662020117,349.0,0.00299982912838459,333.0,0.008020998910069466,0.0,7.716049382716049,2.7777777777777777,0.35620947056108687,11.910407408534256,0.0001528688805112759,5.0
307.0,80.0,4.0,45.0,5.0,324.0,0.03714506491087377,233.62409416399896,324.0,0.03324351506307721,357.0,0.0009758758824318647,333.0,0.002531849080696702,0.0,10.185185185185185,2.7777777777777777,1.117362734969321,38.063308643624794,0.00015897238785581835,2.0
307.0,80.0,4.0,45.0,5.0,324.0,0.03714506491087377,233.62409416399896,324.0,0.08086381293833256,349.0,0.002131712157279253,333.0,0.0052911448292434216,0.0,7.716049382716049,2.7777777777777777,0.4593533690923147,17.424990885393626,0.00015893999525050452,5.0
308.0,60.0,3.0,39.0,4.0,243.0,0.008904157904908061,233.62409416399896,243.0,0.015357196098193526,259.0,0.0006369089242070913,248.0,0.0013495748862624168,0.0,6.584362139917696,2.05761316872428,0.579803620919802,13.980268711092622,3.811067802579503e-05,2.0
308.0,60.0,3.0,39.0,4.0,243.0,0.008904157904908061,233.62409416399896,243.0,0.0420623910613358,253.0,0.0013752570375800133,248.0,0.0028994008898735046,0.0,4.11522633744856,2.05761316872428,0.21168929488397195,6.4745408760651495,3.810632243959521e-05,5.0
309.0,60.0,3.0,26.0,6.0,243.0,0.022537549026310444,233.62409416399896,243.0,0.03345142398029566,259.0,0.000904544023796916,249.0,0.0024374849162995815,0.0,6.584362139917696,2.4691358024691357,0.6737396004303446,24.91592275598348,9.645547277147258e-05,2.0
309.0,60.0,3.0,26.0,6.0,243.0,0.022537549026310444,233.62409416399896,243.0,0.07521610194817185,259.0,0.0019408310763537884,249.0,0.005224558990448713,0.0,6.584362139917696,2.4691358024691357,0.2996372909864445,11.61231871279154,9.643823510074965e-05,5.0
310.0,40.0,2.0,26.0,4.0,162.0,0.0049578549806028605,233.62409416399896,162.0,0.012746667955070734,178.0,0.0005364210810512304,167.0,0.0010443860664963722,0.0,9.876543209876543,3.0864197530864197,0.38895301878720256,9.242468567579216,2.1220347625607787e-05,2.0
310.0,40.0,2.0,26.0,4.0,162.0,0.0049578549806028605,233.62409416399896,162.0,0.0257921249140054,167.0,0.0010370081290602684,166.0,0.0018367988523095846,0.0,3.0864197530864197,2.4691358024691357,0.19222359526921692,4.7809220021212795,2.121916282241357e-05,5.0
311.0,60.0,3.0,24.0,5.0,243.0,0.012610632926225662,233.62409416399896,243.0,0.030078369891270995,259.0,0.0008026179857552052,249.0,0.002100209007039666,0.0,6.584362139917696,2.4691358024691357,0.41925918764252507,15.71187432880659,5.3971357709850275e-05,2.0
311.0,60.0,3.0,24.0,5.0,243.0,0.012610632926225662,233.62409416399896,243.0,0.07103688013739884,259.0,0.0018177339807152748,248.0,0.004265496972948313,0.0,6.584362139917696,2.05761316872428,0.17752233631086134,6.937556903273274,5.396189843529081e-05,5.0
312.0,40.0,2.0,27.0,2.0,162.0,0.002604723908007145,233.62409416399896,162.0,0.005793296964839101,178.0,0.00033139996230602264,166.0,0.0006440491415560246,0.0,9.876543209876543,2.4691358024691357,0.44960994125035103,7.859759216272574,1.114893276846849e-05,2.0
312.0,40.0,2.0,27.0,2.0,162.0,0.002604723908007145,233.62409416399896,162.0,0.009876695927232504,165.0,0.0007161879912018776,164.0,0.0009542859625071287,0.0,1.8518518518518516,1.2345679012345678,0.2637242178151171,3.6369276502891412,1.1148737910073835e-05,5.0
313.0,40.0,2.0,28.0,3.0,162.0,0.0038871171418577433,233.62409416399896,162.0,0.011726601049304008,178.0,0.00037870509549975395,167.0,0.000818468164652586,0.0,9.876543209876543,3.0864197530864197,0.33147858663516566,10.264232480759606,1.6637505024397583e-05,2.0
313.0,40.0,2.0,28.0,3.0,162.0,0.0038871171418577433,233.62409416399896,162.0,0.02041702321730554,167.0,0.0009651449508965015,166.0,0.0015428101178258657,0.0,3.0864197530864197,2.4691358024691357,0.19038608618336728,4.027495702326461,1.6636886191360377e-05,5.0
314.0,60.0,3.0,46.0,2.0,243.0,0.004371715011075139,233.62409416399896,243.0,0.009008859051391482,259.0,0.0004338650032877922,249.0,0.0008354708552360535,0.0,6.584362139917696,2.4691358024691357,0.48526844366600413,10.076210291096663,1.871188181173035e-05,2.0
314.0,60.0,3.0,46.0,2.0,243.0,0.004371715011075139,233.62409416399896,243.0,0.018372877035290003,253.0,0.001183995045721531,247.0,0.0017524550203233957,0.0,4.11522633744856,1.646090534979424,0.23794395416015118,3.692342317539851,1.871113186930757e-05,5.0
315.0,60.0,3.0,42.0,4.0,243.0,0.008023457136005163,233.62409416399896,243.0,0.014090019976720214,259.0,0.0007624079007655382,248.0,0.0012433610390871763,0.0,6.584362139917696,2.05761316872428,0.5694425663882425,10.523837866775466,3.434137773338961e-05,2.0
315.0,60.0,3.0,42.0,4.0,243.0,0.008023457136005163,233.62409416399896,243.0,0.0318919220007956,253.0,0.0013608410954475403,247.0,0.0024326799903064966,0.0,4.11522633744856,1.646090534979424,0.2515827404759426,5.895954467311619,3.433876131490181e-05,5.0
316.0,40.0,2.0,32.0,1.0,162.0,0.0017718980088829994,233.62409416399896,162.0,0.004838734166696668,171.0,0.0003297659568488598,166.0,0.0003893731627613306,0.0,5.555555555555555,2.4691358024691357,0.36619040183657126,5.373198694658181,7.584240474425039e-06,2.0
