instance_seed,category,N,M,D,K,assign_alpha,assign_uniform_mix,epsilon,loads,u,total_energy,makespan,solve_s,method,beam,prune_factor
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,80.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1582.0,80.0,0.07666379120200872,exact,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,80.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1582.0,80.0,0.7924936439376324,guided,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,79.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1583.0,79.0,0.07529284176416695,exact,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,79.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1583.0,79.0,0.7474023334216326,guided,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,78.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1584.0,78.0,0.07460141577757895,exact,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,78.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1584.0,78.0,0.7097697306890041,guided,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,77.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1587.0,77.0,0.07349436590448022,exact,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,77.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1587.0,77.0,0.6706540917512029,guided,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,76.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1592.0,76.0,0.07222527987323701,exact,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,76.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1592.0,76.0,0.5919097722508013,guided,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,75.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1595.0,75.0,0.07129239616915584,exact,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,75.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1595.0,75.0,0.4733611042611301,guided,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,74.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1603.0,74.0,0.07018402894027531,exact,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,74.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1603.0,74.0,0.33690783102065325,guided,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,73.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1609.0,72.0,0.06925653922371566,exact,80.0,2.0
97723.0,small,33.0,7.0,4.0,80.0,1.2,0.15,73.0,7;21;28;16;10;42;72,2;2;2;3;3;2;1,1609.0,72.0,0.16189369396306574,guided,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,80.0,59;71;62,3;3;3,2925.0,80.0,0.08878457802347839,exact,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,80.0,59;71;62,3;3;3,2925.0,80.0,2.1959710197988898,guided,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,79.0,59;71;62,3;3;3,2928.0,79.0,0.08767298515886068,exact,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,79.0,59;71;62,3;3;3,2928.0,79.0,2.133502514800057,guided,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,78.0,59;71;62,3;3;3,2931.0,78.0,0.09005283704027534,exact,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,78.0,59;71;62,3;3;3,2931.0,78.0,2.1281262158881873,guided,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,77.0,59;71;62,3;3;3,2952.0,77.0,0.08542989799752831,exact,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,77.0,59;71;62,3;3;3,2952.0,77.0,2.016446451889351,guided,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,76.0,59;71;62,3;3;3,2973.0,76.0,0.08441943814978004,exact,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,76.0,59;71;62,3;3;3,2973.0,76.0,1.8821544419042766,guided,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,75.0,59;71;62,3;3;3,2994.0,75.0,0.08321533002890646,exact,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,75.0,59;71;62,3;3;3,2994.0,75.0,1.7151460640598089,guided,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,74.0,59;71;62,3;3;3,3042.0,74.0,0.08194902935065329,exact,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,74.0,59;71;62,3;3;3,3042.0,74.0,1.5232109890785068,guided,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,73.0,59;71;62,3;3;3,3093.0,71.0,0.08078828291036189,exact,80.0,2.0
106652.0,small,38.0,3.0,4.0,80.0,1.2,0.15,73.0,59;71;62,3;3;3,3093.0,71.0,1.3585638760123402,guided,80.0,2.0
100622.0,small,28.0,5.0,2.0,40.0,1.2,0.15,40.0,29;25;36;30;40,2;3;2;3;1,1673.0,40.0,0.022382297553122044,exact,80.0,2.0
100622.0,small,28.0,5.0,2.0,40.0,1.2,0.15,40.0,29;25;36;30;40,2;3;2;3;1,1673.0,40.0,0.005108592100441456,guided,80.0,2.0
111980.0,small,42.0,5.0,2.0,40.0,1.2,0.15,40.0,35;24;38;27;36,3;2;2;2;1,1626.0,40.0,0.026606176979839802,exact,80.0,2.0
111980.0,small,42.0,5.0,2.0,40.0,1.2,0.15,40.0,35;24;38;27;36,3;2;2;2;1,1626.0,40.0,0.018561640288680792,guided,80.0,2.0
111980.0,small,42.0,5.0,2.0,40.0,1.2,0.15,39.0,35;24;38;27;36,3;2;2;2;1,1632.0,39.0,0.026167856995016336,exact,80.0,2.0
111980.0,small,42.0,5.0,2.0,40.0,1.2,0.15,39.0,35;24;38;27;36,3;2;2;2;1,1632.0,39.0,0.016245215432718396,guided,80.0,2.0
111980.0,small,42.0,5.0,2.0,40.0,1.2,0.15,38.0,35;24;38;27;36,3;2;2;2;1,1638.0,38.0,0.025329234078526497,exact,80.0,2.0
111980.0,small,42.0,5.0,2.0,40.0,1.2,0.15,38.0,35;24;38;27;36,3;2;2;2;1,1638.0,38.0,0.013810398755595088,guided,80.0,2.0
123242.0,small,51.0,6.0,2.0,40.0,1.2,0.15,40.0,33;32;27;27;35;38,3;2;3;2;1;1,1858.0,40.0,0.030915740877389908,exact,80.0,2.0
123242.0,small,51.0,6.0,2.0,40.0,1.2,0.15,40.0,33;32;27;27;35;38,3;2;3;2;1;1,1858.0,40.0,0.021528338314965367,guided,80.0,2.0
123242.0,small,51.0,6.0,2.0,40.0,1.2,0.15,39.0,33;32;27;27;35;38,3;2;3;2;1;1,1860.0,39.0,0.03049801103770733,exact,80.0,2.0
123242.0,small,51.0,6.0,2.0,40.0,1.2,0.15,39.0,33;32;27;27;35;38,3;2;3;2;1;1,1860.0,39.0,0.018705149181187153,guided,80.0,2.0
123242.0,small,51.0,6.0,2.0,40.0,1.2,0.15,38.0,33;32;27;27;35;38,3;2;3;2;1;1,1865.0,38.0,0.02923542447388172,exact,80.0,2.0
123242.0,small,51.0,6.0,2.0,40.0,1.2,0.15,38.0,33;32;27;27;35;38,3;2;3;2;1;1,1865.0,38.0,0.016027869889512658,guided,80.0,2.0
