seed,T,D,N,K,exact_cost,exact_s,train_s,guided_learned_cost,guided_learned_s,guided_zero_cost,guided_zero_s,guided_price_cost,guided_price_s,gap_learned_pct,gap_zero_pct,gap_price_pct,speedup_learned,speedup_zero,speedup_learned_incl_train,beam
300.0,40.0,2.0,28.0,2.0,162.0,0.00462322193197906,253.80714139109477,162.0,0.006077575962990522,177.0,0.0005410760641098022,167.0,0.0011641299352049828,0.0,9.25925925925926,3.0864197530864197,0.7607016284341372,8.544495383630306,1.8215055743724304e-05,2.0
300.0,40.0,2.0,28.0,2.0,162.0,0.00462322193197906,253.80714139109477,162.0,0.010235576890408993,165.0,0.0014368779957294464,165.0,0.001873797969892621,0.0,1.8518518518518516,1.8518518518518516,0.45168161809337215,3.217546615453619,1.8214757347217416e-05,5.0
301.0,40.0,2.0,25.0,3.0,162.0,0.004292411031201482,253.80714139109477,162.0,0.03891657805070281,178.0,0.000636229058727622,167.0,0.0012371500488370657,0.0,9.876543209876543,3.0864197530864197,0.11029775088675772,6.74664410925487,1.6909504388377057e-05,2.0
301.0,40.0,2.0,25.0,3.0,162.0,0.004292411031201482,253.80714139109477,162.0,0.00928047695197165,167.0,0.0010018821340054274,166.0,0.0017569831106811762,0.0,3.0864197530864197,2.4691358024691357,0.4625205205956094,4.284347315428053,1.6911478775132236e-05,5.0
302.0,80.0,4.0,51.0,4.0,324.0,0.020556926960125566,253.80714139109477,324.0,0.01582529814913869,357.0,0.0008576370310038328,333.0,0.002126978011801839,0.0,10.185185185185185,2.7777777777777777,1.2989914481481286,23.969262306764474,8.098923130661167e-05,2.0
302.0,80.0,4.0,51.0,4.0,324.0,0.020556926960125566,253.80714139109477,324.0,0.030324833001941442,349.0,0.0018340640235692263,333.0,0.004416029201820493,0.0,7.716049382716049,2.7777777777777777,0.6778908546276077,11.208402049193595,8.098460509362783e-05,5.0
303.0,60.0,3.0,26.0,6.0,243.0,0.029482676880434155,253.80714139109477,243.0,0.01736123999580741,259.0,0.0009336019866168499,249.0,0.002519052941352129,0.0,6.584362139917696,2.4691358024691357,1.6981895813636565,31.5794924422476,0.00011615378568586966,2.0
303.0,60.0,3.0,26.0,6.0,243.0,0.029482676880434155,253.80714139109477,243.0,0.039053024956956506,259.0,0.0019502418581396341,249.0,0.005300883203744888,0.0,6.584362139917696,2.4691358024691357,0.7549396471318008,15.117446463054657,0.00011614386005768635,5.0
304.0,80.0,4.0,43.0,5.0,324.0,0.033760022139176726,253.80714139109477,324.0,0.016609037993475795,357.0,0.0009783650748431683,333.0,0.0027224919758737087,0.0,10.185185185185185,2.7777777777777777,2.032629593143084,34.506569180822865,0.000133005765150446,2.0
304.0,80.0,4.0,43.0,5.0,324.0,0.033760022139176726,253.80714139109477,324.0,0.03442966379225254,349.0,0.002123801037669182,333.0,0.0056501280050724745,0.0,7.716049382716049,2.7777777777777777,0.9805504446074057,15.896038065895052,0.00013299642764926376,5.0
305.0,40.0,2.0,29.0,3.0,162.0,0.003723513102158904,253.80714139109477,162.0,0.005706415046006441,178.0,0.0003758890088647604,167.0,0.0007217398378998041,0.0,9.876543209876543,3.0864197530864197,0.6525135434662706,9.905884488095186,1.4670309774873488e-05,2.0
305.0,40.0,2.0,29.0,3.0,162.0,0.003723513102158904,253.80714139109477,162.0,0.008389336057007313,167.0,0.0009228019043803215,166.0,0.0012839972041547298,0.0,3.0864197530864197,2.4691358024691357,0.4438388302550816,4.035008038544645,1.4670154704448049e-05,5.0
306.0,80.0,4.0,22.0,7.0,324.0,0.035430698189884424,253.80714139109477,325.0,0.025833738036453724,357.0,0.0014316330198198557,333.0,0.003823184873908758,0.30864197530864196,10.185185185185185,2.7777777777777777,1.371489412019605,24.74844998639576,0.00013958272431649173,2.0
306.0,80.0,4.0,22.0,7.0,324.0,0.035430698189884424,253.80714139109477,325.0,0.05280617205426097,349.0,0.0029932521283626556,333.0,0.007908947998657823,0.30864197530864196,7.716049382716049,2.7777777777777777,0.6709575190089071,11.83685726109061,0.00013956789375397963,5.0
307.0,80.0,4.0,45.0,5.0,324.0,0.035572060849517584,253.80714139109477,324.0,0.01593389897607267,357.0,0.0009442348964512348,333.0,0.002596287988126278,0.0,10.185185185185185,2.7777777777777777,2.2324768660159573,37.67289366577092,0.00014014510228774739,2.0
307.0,80.0,4.0,45.0,5.0,324.0,0.035572060849517584,253.80714139109477,324.0,0.031731727067381144,349.0,0.0020891991443932056,333.0,0.005265028914436698,0.0,7.716049382716049,2.7777777777777777,1.1210250477064054,17.026649156439923,0.00014013638026575531,5.0
308.0,60.0,3.0,39.0,4.0,243.0,0.008776343893259764,253.80714139109477,243.0,0.008109638001769781,259.0,0.0006203309167176485,248.0,0.001406284049153328,0.0,6.584362139917696,2.05761316872428,1.0822115477095877,14.147842154471284,3.4577685374208156e-05,2.0
308.0,60.0,3.0,39.0,4.0,243.0,0.008776343893259764,253.80714139109477,243.0,0.019569381838664412,253.0,0.0013626660220324993,248.0,0.0029487579595297575,0.0,4.11522633744856,2.05761316872428,0.4484732305606,6.4405685262257535,3.457612426420656e-05,5.0
309.0,60.0,3.0,26.0,6.0,243.0,0.021949781104922295,253.80714139109477,243.0,0.017636023927479982,259.0,0.0009002729784697294,249.0,0.0025239589158445597,0.0,6.584362139917696,2.4691358024691357,1.2445991905647582,24.38125060937873,8.647611682539874e-05,2.0
309.0,60.0,3.0,26.0,6.0,243.0,0.021949781104922295,253.80714139109477,243.0,0.03522200509905815,259.0,0.001928175101056695,249.0,0.00527633517049253,0.0,6.584362139917696,2.4691358024691357,0.6231837467285257,11.383707368118792,8.64701258342106e-05,5.0
310.0,40.0,2.0,26.0,4.0,162.0,0.004888634895905852,253.80714139109477,162.0,0.006140928948298097,178.0,0.0005280000623315573,167.0,0.0009931488893926144,0.0,9.876543209876543,3.0864197530864197,0.7960741668018637,9.25877711892397,1.9260752830663848e-05,2.0
310.0,40.0,2.0,26.0,4.0,162.0,0.004888634895905852,253.80714139109477,162.0,0.009990007150918245,167.0,0.0010078530758619308,166.0,0.0018213670700788498,0.0,3.0864197530864197,2.4691358024691357,0.48935249215076954,4.850543212089738,1.9260460745793618e-05,5.0
311.0,60.0,3.0,24.0,5.0,243.0,0.012462056009098887,253.80714139109477,244.0,0.017192227067425847,259.0,0.0007843549828976393,249.0,0.002075006952509284,0.411522633744856,6.584362139917696,2.4691358024691357,0.7248657175259612,15.888285637021603,4.909716823228636e-05,2.0
311.0,60.0,3.0,24.0,5.0,243.0,0.012462056009098887,253.80714139109477,243.0,0.03209251491352916,259.0,0.001782106002792716,248.0,0.004347384907305241,0.0,6.584362139917696,2.05761316872428,0.388316591662478,6.992881450132459,4.9094286243053126e-05,5.0
312.0,40.0,2.0,27.0,2.0,162.0,0.00260332808829844,253.80714139109477,162.0,0.0029888309072703123,178.0,0.0003305179998278618,166.0,0.0006361620035022497,0.0,9.876543209876543,2.4691358024691357,0.8710188595700951,7.876509266225405,1.0256990475602243e-05,2.0
312.0,40.0,2.0,27.0,2.0,162.0,0.00260332808829844,253.80714139109477,162.0,0.004963309969753027,165.0,0.0006958520971238613,164.0,0.0009626089595258236,0.0,1.8518518518518516,1.2345679012345678,0.5245145082945486,3.7412089423293766,1.0256910683454575e-05,5.0
